asin,sku,date,sales_quantity,sale_price,original_price,discount_rate,ad_spend,ad_impressions,ad_clicks,fba_inventory,is_lightning_deal,is_coupon_active,category,launch_date
B00000000,SKU-HOM-0000,2024-05-04,231,53.91,53.91,0.0,0.0,0,0,683,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-05-05,207,46.51,53.91,0.14,69.67,5796,260,903,0,1,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-05-06,0,53.91,53.91,0.0,25.25,3472,86,0,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-05-07,128,53.91,53.91,0.0,0.0,0,0,1322,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-05-08,191,53.91,53.91,0.0,26.59,3393,122,1762,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-05-09,117,53.91,53.91,0.0,0.0,0,0,1068,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-05-10,141,53.91,53.91,0.0,91.53,8795,162,1208,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-05-11,230,53.91,53.91,0.0,0.0,0,0,629,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-05-12,150,53.91,53.91,0.0,21.43,2909,63,1759,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-05-13,195,53.91,53.91,0.0,30.01,3840,104,1901,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-05-14,181,53.91,53.91,0.0,54.66,8139,130,473,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-05-15,214,53.91,53.91,0.0,80.56,11816,547,978,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-05-16,141,53.91,53.91,0.0,59.91,7385,281,913,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-05-17,125,53.91,53.91,0.0,0.0,0,0,788,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-05-18,151,53.91,53.91,0.0,84.05,7901,131,1528,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-05-19,241,53.91,53.91,0.0,69.04,6967,330,1913,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-05-20,181,53.91,53.91,0.0,64.24,7825,323,1094,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-05-21,194,50.73,53.91,0.06,32.76,4619,86,1790,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-05-22,209,53.91,53.91,0.0,32.93,2682,96,748,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-05-23,187,53.91,53.91,0.0,25.78,2117,42,1555,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-05-24,163,53.91,53.91,0.0,78.83,10542,318,1785,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-05-25,191,53.91,53.91,0.0,89.87,12855,345,954,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-05-26,165,53.91,53.91,0.0,78.65,7016,271,951,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-05-27,161,53.91,53.91,0.0,25.53,2823,39,580,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-05-28,160,53.91,53.91,0.0,51.29,7583,154,74,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-05-29,136,53.91,53.91,0.0,38.88,3310,55,1828,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-05-30,169,53.91,53.91,0.0,76.54,7018,117,1344,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-05-31,180,53.91,53.91,0.0,0.0,0,0,355,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-06-01,209,43.24,53.91,0.2,38.49,3218,114,1258,0,1,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-06-02,182,53.91,53.91,0.0,31.87,4750,230,325,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-06-03,218,53.91,53.91,0.0,59.11,7488,116,583,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-06-04,227,53.91,53.91,0.0,35.07,4599,74,1581,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-06-05,201,53.91,53.91,0.0,0.0,0,0,1637,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-06-06,220,53.91,53.91,0.0,94.48,12118,449,1370,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-06-07,199,53.91,53.91,0.0,32.74,4005,91,1384,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-06-08,244,53.91,53.91,0.0,0.0,0,0,1547,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-06-09,262,53.91,53.91,0.0,0.0,0,0,596,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-06-10,216,53.91,53.91,0.0,20.46,2101,51,910,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-06-11,186,53.91,53.91,0.0,55.55,4501,150,1167,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-06-12,177,53.91,53.91,0.0,0.0,0,0,1015,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-06-13,215,53.91,53.91,0.0,62.13,6040,175,242,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-06-14,205,53.91,53.91,0.0,35.66,2871,103,1347,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-06-15,193,53.91,53.91,0.0,35.56,3258,113,572,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-06-16,246,53.91,53.91,0.0,68.83,8956,187,843,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-06-17,140,53.91,53.91,0.0,0.0,0,0,358,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-06-18,188,53.91,53.91,0.0,0.0,0,0,1675,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-06-19,167,53.91,53.91,0.0,20.21,2519,77,1443,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-06-20,193,53.91,53.91,0.0,0.0,0,0,783,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-06-21,154,53.91,53.91,0.0,0.0,0,0,1835,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-06-22,158,53.91,53.91,0.0,66.93,6141,242,1449,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-06-23,168,53.91,53.91,0.0,36.49,4548,92,1300,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-06-24,234,53.91,53.91,0.0,52.35,5757,222,33,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-06-25,138,53.91,53.91,0.0,41.93,3587,48,552,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-06-26,167,53.91,53.91,0.0,55.39,7656,281,627,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-06-27,222,53.91,53.91,0.0,45.95,4747,174,926,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-06-28,235,53.91,53.91,0.0,66.44,5728,277,1700,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-06-29,213,47.57,53.91,0.12,0.0,0,0,856,0,1,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-06-30,205,53.91,53.91,0.0,97.93,7971,314,1471,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-07-01,257,53.91,53.91,0.0,112.59,10013,430,1773,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-07-02,195,53.91,53.91,0.0,70.66,7365,144,648,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-07-03,246,53.91,53.91,0.0,130.97,15033,746,1324,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-07-04,238,53.91,53.91,0.0,103.52,12140,471,1290,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-07-05,190,53.91,53.91,0.0,105.83,11030,540,1991,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-07-06,288,53.91,53.91,0.0,43.59,6228,268,1659,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-07-07,230,53.91,53.91,0.0,30.89,2763,134,1235,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-07-08,225,53.91,53.91,0.0,39.83,4973,92,453,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-07-09,355,53.91,53.91,0.0,77.57,8836,354,1279,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-07-10,305,44.89,53.91,0.17,71.86,9227,320,1995,0,1,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-07-11,407,53.91,53.91,0.0,130.54,14336,218,1851,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-07-12,347,53.91,53.91,0.0,71.72,7680,372,1406,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-07-13,311,53.91,53.91,0.0,0.0,0,0,1646,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-07-14,526,53.91,53.91,0.0,52.86,4386,109,696,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-07-15,459,47.27,53.91,0.12,96.55,12707,369,1968,0,1,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-07-16,1188,35.51,53.91,0.34,197.2,24868,1186,1353,0,1,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-07-17,918,36.1,53.91,0.33,496.83,62677,2870,399,0,1,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-07-18,312,53.91,53.91,0.0,0.0,0,0,286,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-07-19,190,53.91,53.91,0.0,35.98,2908,140,476,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-07-20,378,53.91,53.91,0.0,0.0,0,0,698,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-07-21,221,53.91,53.91,0.0,0.0,0,0,1543,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-07-22,256,53.91,53.91,0.0,0.0,0,0,559,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-07-23,209,53.91,53.91,0.0,114.76,14353,447,389,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-07-24,196,53.91,53.91,0.0,82.43,11904,367,1511,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-07-25,229,53.91,53.91,0.0,69.68,7681,211,1184,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-07-26,319,53.91,53.91,0.0,29.42,4397,162,1445,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-07-27,365,53.91,53.91,0.0,0.0,0,0,860,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-07-28,302,53.91,53.91,0.0,63.85,8474,176,91,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-07-29,282,43.41,53.91,0.19,44.88,4666,123,620,0,1,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-07-30,223,53.91,53.91,0.0,125.81,15668,633,1334,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-07-31,301,53.91,53.91,0.0,0.0,0,0,1327,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-08-01,258,53.91,53.91,0.0,0.0,0,0,501,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-08-02,215,53.91,53.91,0.0,26.54,3536,40,43,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-08-03,300,53.91,53.91,0.0,0.0,0,0,1293,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-08-04,249,53.91,53.91,0.0,0.0,0,0,735,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-08-05,259,49.77,53.91,0.08,43.36,4019,102,472,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-08-06,256,46.52,53.91,0.14,84.31,10306,381,793,0,1,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-08-07,210,53.91,53.91,0.0,98.32,12999,640,1340,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-08-08,227,53.91,53.91,0.0,71.14,6132,115,962,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-08-09,269,53.91,53.91,0.0,92.31,10590,181,598,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-08-10,252,53.91,53.91,0.0,45.19,4761,111,1172,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-08-11,285,53.91,53.91,0.0,0.0,0,0,762,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-08-12,225,53.91,53.91,0.0,0.0,0,0,248,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-08-13,265,53.91,53.91,0.0,120.01,17240,710,811,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-08-14,251,53.91,53.91,0.0,0.0,0,0,1887,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-08-15,205,50.92,53.91,0.06,54.66,7384,361,1623,0,0,home_decor,2024-01-15
B00000000,SKU-HOM-0000,2024-08-16,275,47.27,53.91,0.12,32.52,4665,72,395,0,1,home_decor,2024-01-15
