asin,date,forecast,lower_10,upper_90,sales_quantity,product_line
B00000009,2026-01-04,92.53302383422852,64.77311668395996,122.7423324584961,86,led_strip
B00000009,2026-01-05,92.53302383422852,72.39348564147949,126.28035812377931,84,led_strip
B00000009,2026-01-06,84.36834716796875,35.38027572631836,117.02706146240234,94,led_strip
B00000009,2026-01-07,78.92523193359375,56.33628730773926,111.58393859863281,63,led_strip
B00000009,2026-01-08,77.56444931030273,54.159034729003906,106.41297912597656,92,led_strip
B00000009,2026-01-09,85.7291259765625,65.04527320861817,101.78632431030275,97,led_strip
B00000009,2026-01-10,84.36834716796875,67.76683731079102,128.18544845581056,91,led_strip
B00000009,2026-01-11,77.56444931030273,59.87430953979492,121.38155441284182,88,led_strip
B00000009,2026-01-12,80.2860107421875,62.59587478637695,109.40669403076177,74,led_strip
B00000009,2026-01-13,84.36834716796875,62.59587478637695,121.65371017456057,87,led_strip
B00000009,2026-01-14,85.7291259765625,58.24137420654297,129.27407302856446,85,led_strip
B00000009,2026-01-15,87.08990478515625,72.66564102172852,101.24201278686525,84,led_strip
B00000009,2026-01-16,92.53302764892578,67.49468193054199,114.57765274047851,76,led_strip
B00000009,2026-01-17,80.28600692749023,59.6021541595459,104.2357261657715,77,led_strip
B00000009,2026-01-18,78.92523193359375,59.6021541595459,101.514168548584,95,led_strip
B00000009,2026-01-19,81.64678955078125,56.88059921264649,101.24201278686525,71,led_strip
B00000009,2026-01-20,78.92523193359375,62.32371826171875,112.67256240844728,96,led_strip
B00000009,2026-01-21,76.20367050170898,48.71591567993164,98.7926109313965,75,led_strip
B00000009,2026-01-22,83.007568359375,58.24137420654297,91.9887100219727,95,led_strip
B00000009,2026-01-23,80.2860107421875,48.98807144165039,106.95729064941408,63,led_strip
B00000009,2026-01-24,73.48210906982422,63.14018135070801,104.2357261657715,108,led_strip
B00000009,2026-01-25,78.92523193359375,45.99435806274414,108.31807022094729,79,led_strip
B00000009,2026-01-26,84.36834716796875,56.88059921264649,106.14082336425781,64,led_strip
B00000009,2026-01-27,84.36834716796875,35.10811996459961,95.52674102783203,96,led_strip
B00000009,2026-01-28,76.20366668701172,56.33628730773926,104.50788192749025,89,led_strip
B00000009,2026-01-29,77.56444931030273,43.272800064086915,104.50788192749025,75,led_strip
B00000009,2026-01-30,70.76055145263672,54.159034729003906,103.69141464233398,77,led_strip
B00000010,2026-01-03,155.27210998535156,99.6746826171875,187.8291717529297,97,led_strip
B00000010,2026-01-04,160.28089904785156,130.2282257080078,235.4125579833985,94,led_strip
B00000010,2026-01-05,155.27210998535156,114.70101852416992,220.386231994629,124,led_strip
B00000010,2026-01-06,167.79405975341797,103.68170776367188,233.4090454101563,123,led_strip
B00000010,2026-01-07,142.75017547607422,104.68346328735352,211.37042388916018,101,led_strip
B00000010,2026-01-08,155.27210998535156,116.7045265197754,204.85901947021492,109,led_strip
B00000010,2026-01-09,172.80284118652344,109.6922378540039,218.88359985351568,114,led_strip
B00000010,2026-01-10,157.77650451660156,114.70101852416992,251.4406448364258,123,led_strip
B00000010,2026-01-11,162.78528594970703,115.20189666748047,204.85901947021492,135,led_strip
B00000010,2026-01-12,157.77650451660156,124.21769638061524,233.4090454101563,118,led_strip
B00000010,2026-01-13,170.29844665527344,124.71857376098633,237.41606292724612,122,led_strip
B00000010,2026-01-14,150.26333618164062,94.16503067016602,186.82741699218752,111,led_strip
B00000010,2026-01-15,170.29845428466797,114.70101852416992,207.8642837524415,108,led_strip
B00000010,2026-01-16,160.28089141845703,107.68872680664063,225.89588165283203,82,led_strip
B00000010,2026-01-17,162.78528594970703,107.68872680664063,236.41430816650393,103,led_strip
B00000010,2026-01-18,177.8116226196289,119.20891494750977,297.5213928222656,103,led_strip
B00000010,2026-01-19,162.78528594970703,124.71857376098633,262.45995178222665,115,led_strip
B00000010,2026-01-20,152.7677230834961,112.69750747680665,271.4757568359375,89,led_strip
B00000010,2026-01-21,150.26333618164062,97.67117156982422,237.91694183349614,88,led_strip
B00000010,2026-01-22,165.2896728515625,114.70101852416992,236.91519470214868,79,led_strip
B00000010,2026-01-23,177.8116226196289,130.2282257080078,230.90466156005868,82,led_strip
B00000010,2026-01-24,157.77650451660156,122.21418533325196,232.40729675292985,84,led_strip
B00000010,2026-01-25,162.78528594970703,124.71857376098633,237.91694488525408,125,led_strip
B00000010,2026-01-26,150.26333618164062,128.22471466064454,264.9643493652346,100,led_strip
B00000010,2026-01-27,157.77650451660156,109.19135971069336,225.39500427246122,75,led_strip
B00000010,2026-01-28,155.2721176147461,119.20891494750977,270.4740005493167,121,led_strip
B00000010,2026-01-29,160.28089904785156,133.23350296020507,250.93976898193395,94,led_strip
B00000010,2026-01-30,142.75017547607422,115.20189666748047,252.94328308105509,119,led_strip
B00000011,2026-01-03,121.59510040283203,66.73591804504395,199.07662658691407,106,led_strip
B00000011,2026-01-04,90.4893798828125,49.76916313171387,248.8457794189453,98,led_strip
B00000011,2026-01-05,158.3563995361328,61.64589385986328,233.01013183593753,91,led_strip
B00000011,2026-01-06,152.70081329345703,75.78485641479493,254.50135803222656,84,led_strip
B00000011,2026-01-07,161.18419647216797,94.44829025268555,214.34669647216805,77,led_strip
B00000011,2026-01-08,175.3231658935547,78.04709014892578,261.28807067871094,88,led_strip
B00000011,2026-01-09,138.56185913085938,95.01384887695312,227.9201110839844,69,led_strip
B00000011,2026-01-10,141.3896484375,72.95706253051758,204.1666473388672,89,led_strip
B00000011,2026-01-11,155.5286102294922,104.62834548950195,230.7479049682618,79,led_strip
B00000011,2026-01-12,147.04523468017578,83.70267639160156,252.80468902587896,68,led_strip
B00000011,2026-01-13,149.8730239868164,95.5794075012207,219.4367309570313,78,led_strip
B00000011,2026-01-14,161.18419647216797,113.11172523498536,251.10802154541028,93,led_strip
B00000011,2026-01-15,158.35640716552734,104.06278686523439,243.19020080566406,90,led_strip
B00000011,2026-01-16,149.8730239868164,88.79270401000977,289.5659942626953,66,led_strip
B00000011,2026-01-17,155.5286102294922,65.03924255371093,249.97689666748047,97,led_strip
B00000011,2026-01-18,169.66757202148438,88.79270401000977,254.50135803222656,87,led_strip
B00000011,2026-01-19,178.15094757080078,78.04709014892578,284.4759735107422,89,led_strip
B00000011,2026-01-20,152.70081329345703,71.82594566345215,215.4778152465821,69,led_strip
B00000011,2026-01-21,158.35640716552734,99.53831100463867,235.27237091064467,69,led_strip
B00000011,2026-01-22,147.04522705078125,71.82594566345215,244.32131652832032,64,led_strip
B00000011,2026-01-23,149.8730239868164,82.00600090026856,250.5424545288086,73,led_strip
B00000011,2026-01-24,147.04523468017578,67.30147666931153,222.26452941894533,73,led_strip
B00000011,2026-01-25,152.70082092285156,76.91597328186036,266.9436492919922,93,led_strip
B00000011,2026-01-26,158.35640716552734,89.92382125854492,295.22157287597656,95,led_strip
B00000011,2026-01-27,164.01199340820312,61.64589385986328,249.97689666748047,86,led_strip
B00000011,2026-01-28,164.01199340820312,67.86703491210938,268.07476501464845,97,led_strip
B00000011,2026-01-29,155.5286102294922,67.30147666931153,241.49350433349616,88,led_strip
B00000011,2026-01-30,147.04522705078125,62.21145248413086,205.29776611328128,67,led_strip
B00000012,2026-01-03,192.9411163330078,74.93945465087891,247.18832092285157,80,led_strip
B00000012,2026-01-04,187.34861755371094,116.88316688537599,268.9990661621094,112,led_strip
B00000012,2026-01-05,167.7748794555664,93.95394134521484,246.06983489990242,67,led_strip
B00000012,2026-01-06,170.57112884521484,92.2761817932129,297.5207794189453,96,led_strip
B00000012,2026-01-07,198.53360748291016,87.24294357299804,240.4773406982422,75,led_strip
B00000012,2026-01-08,201.32984924316406,109.61292419433595,294.72453002929694,99,led_strip
B00000012,2026-01-09,184.5523681640625,89.47994232177734,286.33578186035163,96,led_strip
B00000012,2026-01-10,201.32984924316406,101.22418441772462,296.96153259277344,104,led_strip
B00000012,2026-01-11,190.14486694335938,121.35716400146485,274.5915618896485,109,led_strip
B00000012,2026-01-12,198.53360748291016,148.20114288330078,392.03395385742186,63,led_strip
B00000012,2026-01-13,206.9223403930664,99.54642639160156,341.7014923095703,85,led_strip
B00000012,2026-01-14,209.71858978271484,150.43814086914062,354.00498657226575,91,led_strip
B00000012,2026-01-15,201.32984924316406,138.13464813232423,296.9615295410157,69,led_strip
B00000012,2026-01-16,195.73735809326172,119.12016525268555,381.408203125,90,led_strip
B00000012,2026-01-17,190.14486694335938,127.50891189575195,371.9009857177735,87,led_strip
B00000012,2026-01-18,215.31108856201172,83.88744354248047,388.678451538086,110,led_strip
B00000012,2026-01-19,201.32984924316406,82.76894454956054,392.03394775390643,90,led_strip
B00000012,2026-01-20,190.14486694335938,133.10140991210938,358.47897644042996,83,led_strip
B00000012,2026-01-21,201.3298568725586,155.47139358520508,380.84897460937515,75,led_strip
B00000012,2026-01-22,206.9223403930664,148.76039276123046,398.7449462890626,96,led_strip
B00000012,2026-01-23,198.53360748291016,119.67941513061524,358.47897644042996,83,led_strip
B00000012,2026-01-24,181.75611877441406,123.034912109375,367.4269531250001,98,led_strip
B00000012,2026-01-25,209.71859741210938,88.36144332885742,409.92994384765626,115,led_strip
B00000012,2026-01-26,181.75611877441406,100.10567626953124,408.8114349365237,82,led_strip
B00000012,2026-01-27,184.5523681640625,131.4236618041992,363.51220703125006,102,led_strip
B00000012,2026-01-28,198.53360748291016,99.54642639160156,417.7594390869142,65,led_strip
B00000012,2026-01-29,170.57112884521484,93.95394134521484,432.8591857910158,96,led_strip
B00000012,2026-01-30,178.95986938476562,87.80219345092773,349.5309875488282,90,led_strip
B00000015,2026-01-03,114.59654998779297,93.3624885559082,141.89748992919922,118,led_strip
B00000015,2026-01-04,106.17033004760742,94.03658599853516,141.89748992919922,115,led_strip
B00000015,2026-01-05,114.59654998779297,100.10345611572265,145.2679870605469,95,led_strip
B00000015,2026-01-06,117.967041015625,97.07002105712891,141.89748992919922,107,led_strip
B00000015,2026-01-07,107.85557556152344,97.07002105712891,135.15652160644532,77,led_strip
B00000015,2026-01-08,104.4850845336914,83.92512741088868,133.13423309326174,106,led_strip
B00000015,2026-01-09,117.967041015625,100.44050445556641,138.8640548706055,108,led_strip
B00000015,2026-01-10,112.91130447387695,94.03658599853516,145.60503540039065,101,led_strip
B00000015,2026-01-11,114.59654998779297,100.44050445556641,135.49356994628909,139,led_strip
B00000015,2026-01-12,114.59654998779297,100.77755279541016,130.10078430175784,103,led_strip
B00000015,2026-01-13,114.59654998779297,91.0031509399414,149.6496200561524,114,led_strip
B00000015,2026-01-14,111.2260627746582,84.26217651367188,141.89748992919922,118,led_strip
B00000015,2026-01-15,112.91130447387695,94.03658599853516,134.81947326660156,93,led_strip
B00000015,2026-01-16,107.85557174682617,90.66610183715821,128.75258941650392,115,led_strip
B00000015,2026-01-17,101.1146011352539,86.95856246948242,134.81947326660156,102,led_strip
B00000015,2026-01-18,107.85557556152344,80.21758804321288,148.6384704589844,110,led_strip
B00000015,2026-01-19,104.4850845336914,83.92512741088868,128.41554107666016,103,led_strip
B00000015,2026-01-20,111.22605895996094,94.03658599853516,141.56044006347656,94,led_strip
B00000015,2026-01-21,109.54081726074219,90.32905349731445,132.12308654785159,123,led_strip
B00000015,2026-01-22,104.48508834838867,76.84710464477538,119.65228424072268,82,led_strip
B00000015,2026-01-23,102.79984283447266,80.5546371459961,128.41554107666016,82,led_strip
B00000015,2026-01-24,97.7441177368164,84.26217651367188,122.01162109375001,91,led_strip
B00000015,2026-01-25,97.7441177368164,80.89168548583984,133.13423309326174,111,led_strip
B00000015,2026-01-26,112.91130447387695,89.99200439453125,128.41554107666016,102,led_strip
B00000015,2026-01-27,99.42935943603516,86.62151412963867,122.68571929931643,104,led_strip
B00000015,2026-01-28,104.4850845336914,83.92512741088868,136.50471649169924,95,led_strip
B00000015,2026-01-29,94.3736343383789,77.18415298461915,123.35981597900394,84,led_strip
B00000015,2026-01-30,106.17033004760742,83.58807907104492,125.38210601806641,7,led_strip
B00000016,2026-01-03,91.63734817504883,53.18559951782227,122.5424903869629,69,led_strip
B00000016,2026-01-04,102.41820907592773,53.544961547851564,158.83806304931642,77,led_strip
B00000016,2026-01-05,84.45010375976562,48.87325477600098,142.30740203857425,51,led_strip
B00000016,2026-01-06,80.85648345947266,49.23261680603027,120.3863105773926,67,led_strip
B00000016,2026-01-07,86.24691772460938,49.23261680603027,126.49547271728517,69,led_strip
B00000016,2026-01-08,84.45010375976562,45.998358535766606,141.58867950439455,69,led_strip
B00000016,2026-01-09,97.02777862548828,60.013481521606444,150.9320831298828,65,led_strip
B00000016,2026-01-10,98.82458877563477,56.77921981811524,165.30657958984375,71,led_strip
B00000016,2026-01-11,113.19906997680664,68.27880859375,134.04207611083987,61,led_strip
B00000016,2026-01-12,111.40225982666016,58.93539505004883,148.77591857910159,62,led_strip
B00000016,2026-01-13,102.41820907592773,49.591978836059575,157.4006210327149,67,led_strip
B00000016,2026-01-14,114.99588012695312,56.41985778808594,148.41655731201175,54,led_strip
B00000016,2026-01-15,100.62139892578125,58.93539505004883,145.18230590820315,67,led_strip
B00000016,2026-01-16,97.02777481079102,62.52900848388672,178.9623443603516,44,led_strip
B00000016,2026-01-17,107.80863952636719,49.951341247558595,169.25955505371095,54,led_strip
B00000016,2026-01-18,109.60544967651367,64.32581939697266,159.19742431640626,72,led_strip
B00000016,2026-01-19,113.19906997680664,60.013481521606444,163.5097625732422,53,led_strip
B00000016,2026-01-20,104.21501922607422,49.951341247558595,186.86831665039062,53,led_strip
B00000016,2026-01-21,107.80863952636719,63.966456985473634,155.24444885253908,67,led_strip
B00000016,2026-01-22,88.0437240600586,59.65411949157715,157.04125976562503,43,led_strip
B00000016,2026-01-23,97.02777862548828,42.76409683227539,144.10421905517578,57,led_strip
B00000016,2026-01-24,95.2309684753418,57.13858184814453,162.07231445312502,50,led_strip
B00000016,2026-01-25,106.0118293762207,57.49794387817383,158.47870025634765,73,led_strip
B00000016,2026-01-26,107.80863952636719,46.3577205657959,133.32335052490234,52,led_strip
B00000016,2026-01-27,116.79269027709961,46.71708297729492,163.15040130615236,69,led_strip
B00000016,2026-01-28,91.63734817504883,46.71708297729492,148.05719604492188,71,led_strip
B00000016,2026-01-29,98.82458877563477,45.27963409423828,147.3384719848634,67,led_strip
B00000016,2026-01-30,95.2309684753418,46.3577205657959,145.90102996826175,48,led_strip
B00000019,2026-01-03,63.017269134521484,48.4087215423584,95.67166290283205,56,led_strip
B00000019,2026-01-04,70.1783218383789,42.9663200378418,90.22926864624026,75,led_strip
B00000019,2026-01-05,71.61053466796875,45.83074188232422,100.25474548339844,62,led_strip
B00000019,2026-01-06,78.77158737182617,51.27313995361328,117.72771072387695,65,led_strip
B00000019,2026-01-07,71.61053466796875,39.52901763916016,97.67676239013672,71,led_strip
B00000019,2026-01-08,71.61053466796875,45.83074188232422,111.71243286132812,51,led_strip
B00000019,2026-01-09,77.3393783569336,59.86640510559082,95.09877929687501,67,led_strip
B00000019,2026-01-10,85.9326400756836,63.01726531982422,107.12935028076174,52,led_strip
B00000019,2026-01-11,77.3393783569336,51.27313995361328,103.97849044799806,70,led_strip
B00000019,2026-01-12,77.3393783569336,48.4087215423584,95.95810470581057,46,led_strip
B00000019,2026-01-13,77.3393783569336,51.27313995361328,91.94791793823242,52,led_strip
B00000019,2026-01-14,78.77158737182617,54.13756484985352,108.8479995727539,55,led_strip
B00000019,2026-01-15,81.6360092163086,59.29352073669434,103.40560531616211,66,led_strip
B00000019,2026-01-16,83.06822204589844,56.71554107666016,111.71243286132812,65,led_strip
B00000019,2026-01-17,75.90716552734375,63.01726531982422,112.28531646728517,78,led_strip
B00000019,2026-01-18,71.61053466796875,61.585055160522465,103.40560531616211,77,led_strip
B00000019,2026-01-19,67.31389999389648,45.83074188232422,93.38012847900393,69,led_strip
B00000019,2026-01-20,81.6360092163086,54.424007415771484,106.27002334594727,52,led_strip
B00000019,2026-01-21,78.77158737182617,54.13756484985352,109.42088470458985,50,led_strip
B00000019,2026-01-22,71.61053085327148,54.13756484985352,95.67166290283205,56,led_strip
B00000019,2026-01-23,78.77158737182617,54.13756484985352,103.40560531616211,49,led_strip
B00000019,2026-01-24,78.77158737182617,59.86640510559082,105.98358154296875,81,led_strip
B00000019,2026-01-25,77.3393783569336,51.5595817565918,97.67676239013672,79,led_strip
B00000019,2026-01-26,71.61053466796875,48.69516372680664,89.08349990844727,60,led_strip
B00000019,2026-01-27,70.1783218383789,59.579963302612306,88.22417602539066,53,led_strip
B00000019,2026-01-28,74.4749526977539,51.5595817565918,100.54118728637695,63,led_strip
B00000019,2026-01-29,78.77158737182617,53.851123046875,103.40560531616211,44,led_strip
B00000019,2026-01-30,71.61053085327148,54.13756484985352,83.64110565185548,49,led_strip
B00000022,2026-01-03,136.41223907470703,78.89789543151856,306.7431793212891,109,led_strip
B00000022,2026-01-04,224.89584350585938,94.38252716064453,307.48055114746114,7,led_strip
B00000022,2026-01-05,232.26947784423828,63.41326332092286,378.2674194335938,63,led_strip
B00000022,2026-01-06,221.2090301513672,72.99898757934571,376.7926940917969,75,led_strip
B00000022,2026-01-07,261.76402282714844,101.01879806518555,393.01470336914065,66,led_strip
B00000022,2026-01-08,250.7035675048828,95.11989059448243,373.10588378906255,61,led_strip
B00000022,2026-01-09,276.5112762451172,134.93751602172853,369.4190734863282,78,led_strip
B00000022,2026-01-10,287.5717468261719,94.38252716064453,432.83232116699224,94,led_strip
B00000022,2026-01-11,261.7640075683594,141.57378005981445,415.1355895996095,90,led_strip
B00000022,2026-01-12,287.5717468261719,188.76504669189455,424.7213287353516,65,led_strip
B00000022,2026-01-13,294.94537353515625,221.94639434814454,484.4477691650391,90,led_strip
B00000022,2026-01-14,335.50035095214844,192.45186309814454,494.7708404541016,80,led_strip
B00000022,2026-01-15,309.692626953125,180.65404205322267,547.1236511230469,61,led_strip
B00000022,2026-01-16,313.37945556640625,131.98805541992186,486.6598358154299,87,led_strip
B00000022,2026-01-17,302.3190002441406,201.30022506713868,432.09496765136737,95,led_strip
B00000022,2026-01-18,287.5717315673828,185.07822265625,426.1960571289063,108,led_strip
