asin,date,forecast,lower_10,upper_90
B00000002,2026-02-14,52.7183952331543,47.44655990600586,66.49320983886719
B00000002,2026-02-15,58.67047691345215,42.51483917236328,70.064453125
B00000002,2026-02-16,48.466915130615234,42.51483917236328,74.82611083984375
B00000002,2026-02-17,57.8201789855957,42.17472038269043,71.76504516601562
B00000002,2026-02-18,52.7183952331543,42.51483917236328,63.092018127441406
B00000002,2026-02-19,56.96988296508789,40.64418411254883,68.87403869628908
B00000002,2026-02-20,49.31721115112305,42.344779586791994,64.96267013549806
B00000002,2026-02-21,58.67047691345215,35.372344970703125,77.03688125610353
B00000002,2026-02-22,55.269287109375,47.61661911010742,73.29557800292969
B00000002,2026-02-23,51.868099212646484,35.032226181030275,67.00338745117189
B00000002,2026-02-24,56.119585037231445,45.74596748352051,68.36386108398438
B00000002,2026-02-25,51.01780319213867,40.47412452697754,78.227294921875
B00000002,2026-02-26,55.269287109375,42.51483917236328,65.30278854370118
B00000002,2026-02-27,52.7183952331543,33.671752548217775,77.20694046020509
B00000003,2026-01-31,71.84971618652344,56.240987396240236,79.53020477294922
B00000003,2026-02-01,66.89456939697266,61.939414978027344,82.50329055786133
B00000003,2026-02-02,73.08850479125977,58.966318893432614,90.92705307006838
B00000003,2026-02-03,68.13335418701172,64.16922760009766,79.53020477294922
B00000003,2026-02-04,76.80487060546875,56.98426055908203,89.1927490234375
B00000003,2026-02-05,80.52123260498047,66.39905395507813,96.62548065185547
B00000003,2026-02-06,76.80487060546875,56.98426055908203,91.67032623291016
B00000003,2026-02-07,70.61092758178711,56.73650283813477,89.1927490234375
B00000003,2026-02-08,75.56608200073242,56.73650283813477,86.71517944335938
B00000003,2026-02-09,76.80487060546875,59.214076614379884,99.35081558227539
B00000003,2026-02-10,74.3272933959961,61.939414978027344,99.59857254028321
B00000003,2026-02-11,75.56608200073242,58.71856117248535,86.71517868041995
B00000003,2026-02-12,74.3272933959961,59.214076614379884,92.1658416748047
B00000003,2026-02-13,74.3272933959961,64.41698455810547,99.59857254028321
B00000003,2026-02-14,74.3272933959961,59.214076614379884,97.12099609375001
B00000003,2026-02-15,74.3272933959961,60.948384094238286,90.18377990722658
B00000003,2026-02-16,78.04365921020508,66.39905395507813,99.59857254028321
B00000003,2026-02-17,75.56608200073242,59.214076614379884,94.89117660522462
B00000003,2026-02-18,76.80487060546875,63.92146949768066,99.10305786132812
B00000003,2026-02-19,76.80487060546875,59.46183395385742,94.64341888427735
B00000003,2026-02-20,81.76001739501953,61.939414978027344,92.41359939575196
B00000003,2026-02-21,75.56608200073242,61.44389953613281,99.59857254028321
B00000003,2026-02-22,76.80487060546875,61.69165687561035,94.89117660522462
B00000003,2026-02-23,73.08850479125977,61.69165687561035,104.5537208557129
B00000003,2026-02-24,79.2824478149414,63.92146949768066,96.87323837280273
B00000003,2026-02-25,85.47639083862305,63.92146949768066,94.64341888427735
B00000003,2026-02-26,73.08850479125977,63.92146949768066,91.67032623291016
B00000003,2026-02-27,73.08850479125977,66.64681091308594,97.36875305175782
B00000007,2026-01-31,58.48278045654297,46.97488174438477,69.99067916870118
B00000007,2026-02-01,58.4827823638916,49.05007553100586,72.82049331665041
B00000007,2026-02-02,53.76642990112305,45.08833885192871,62.6331714630127
B00000007,2026-02-03,52.82316017150879,44.71103057861328,73.95241928100586
B00000007,2026-02-04,56.59624099731445,42.447182464599614,72.25453033447266
B00000007,2026-02-05,62.255863189697266,48.67276725769043,71.68856811523438
B00000007,2026-02-06,62.255863189697266,50.55931053161621,69.99067916870118
B00000007,2026-02-07,62.255863189697266,46.97488174438477,66.21760025024415
B00000007,2026-02-08,58.48278045654297,44.71103057861328,72.63183898925783
B00000007,2026-02-09,57.53951072692871,41.315256118774414,73.76376571655274
B00000007,2026-02-10,61.31259346008301,45.08833885192871,83.0078178405762
B00000007,2026-02-11,55.652971267700195,44.899684524536134,79.61204223632814
B00000007,2026-02-12,56.59624099731445,40.56063957214356,70.36798782348633
B00000007,2026-02-13,56.59624099731445,50.55931053161621,74.32972793579103
B00000007,2026-02-14,69.8020248413086,52.634504318237305,76.40492477416994
B00000007,2026-02-15,63.19913291931152,50.93661880493164,73.76376571655274
B00000007,2026-02-16,57.53951072692871,45.08833885192871,70.55664138793946
B00000007,2026-02-17,60.36932182312012,40.37198543548584,73.76376571655274
B00000007,2026-02-18,60.36932373046875,52.634504318237305,69.99067916870118
B00000007,2026-02-19,60.36932373046875,43.01314506530762,70.17933349609376
B00000007,2026-02-20,60.36932373046875,40.937947845458986,73.95241928100586
B00000007,2026-02-21,58.48278045654297,37.54217338562012,77.91415328979492
B00000007,2026-02-22,58.4827823638916,50.55931053161621,70.93395004272463
B00000007,2026-02-23,67.91548538208008,40.37198543548584,79.23473358154297
B00000007,2026-02-24,66.02894592285156,50.93661880493164,84.89435577392578
B00000007,2026-02-25,66.97221755981445,52.0685417175293,77.34819030761719
B00000007,2026-02-26,66.97221755981445,54.52104721069336,79.80069580078126
B00000007,2026-02-27,60.36932182312012,33.95774459838867,77.53684463500977
B00000009,2026-01-31,77.9635009765625,61.83312225341797,94.63155899047852
B00000009,2026-02-01,81.99609375,58.607046127319336,96.78227233886719
B00000009,2026-02-02,75.27510070800781,56.456329345703125,97.05111236572266
B00000009,2026-02-03,75.27510070800781,61.83312225341797,97.31995162963868
B00000009,2026-02-04,79.30769729614258,75.00626144409179,96.78227233886719
B00000009,2026-02-05,86.0286865234375,67.20991516113281,97.05111236572266
B00000009,2026-02-06,83.34029388427734,64.52151489257812,96.78227233886719
B00000009,2026-02-07,83.34029388427734,63.983835983276364,98.12647094726564
B00000009,2026-02-08,81.99609375,69.89830780029297,102.4279052734375
B00000009,2026-02-09,80.65189361572266,63.983835983276364,91.40547943115234
B00000009,2026-02-10,81.99609375,69.36062850952149,91.67431945800782
B00000009,2026-02-11,75.27510070800781,64.2526756286621,94.36271896362305
B00000009,2026-02-12,81.99609375,61.29544296264648,94.09387969970703
B00000009,2026-02-13,77.9635009765625,67.20991516113281,99.7395118713379
B00000009,2026-02-14,77.9635009765625,69.62946853637695,94.09387969970703
B00000009,2026-02-15,83.34029006958008,64.2526756286621,105.65398406982423
B00000009,2026-02-16,80.65189361572266,66.94107513427734,88.98592605590821
B00000009,2026-02-17,76.61930084228516,66.67223587036133,92.48083801269533
B00000009,2026-02-18,90.06128311157227,64.2526756286621,99.7395118713379
B00000009,2026-02-19,77.9635009765625,61.29543952941895,102.965584564209
B00000009,2026-02-20,81.99609375,60.757763671875004,102.4279052734375
B00000009,2026-02-21,88.71708297729492,66.94107513427734,97.31995162963868
B00000009,2026-02-22,72.58670806884766,60.757763671875004,91.40547943115234
B00000009,2026-02-23,75.27510070800781,61.83312225341797,94.63155899047852
B00000009,2026-02-24,77.96349716186523,64.2526756286621,97.85763092041017
B00000009,2026-02-25,81.99609375,61.56428260803223,105.38514480590821
B00000009,2026-02-26,79.30769729614258,61.56428260803223,121.51552276611329
B00000009,2026-02-27,86.0286865234375,58.87588615417481,94.63155899047852
B00000010,2026-01-31,103.89557647705078,86.98233795166016,140.13821411132812
B00000010,2026-02-01,106.31175231933594,81.66675872802735,130.4735107421875
B00000010,2026-02-02,115.97645568847656,84.0829273223877,140.13821411132812
B00000010,2026-02-03,120.8088150024414,91.33146133422852,135.78909759521486
B00000010,2026-02-04,111.14410400390625,86.49910354614258,121.29204940795898
B00000010,2026-02-05,111.14410400390625,81.18352355957032,145.93703613281252
B00000010,2026-02-06,101.47940063476562,72.48529052734375,126.12439422607423
B00000010,2026-02-07,111.14410400390625,72.00205535888672,141.1046844482422
B00000010,2026-02-08,106.31175231933594,77.31764221191406,141.58791961669925
B00000010,2026-02-09,111.14410400390625,72.48529052734375,136.2723327636719
B00000010,2026-02-10,111.14410400390625,85.53263320922852,144.97056579589844
B00000010,2026-02-11,108.7279281616211,84.56616249084473,159.95085601806642
B00000010,2026-02-12,111.14410400390625,72.00205535888672,151.25262298583988
B00000010,2026-02-13,115.97645568847656,81.66675872802735,169.6155731201172
B00000010,2026-02-14,94.23087310791016,76.83440704345703,135.3058624267578
B00000010,2026-02-15,108.7279281616211,72.00205535888672,150.76938781738284
B00000010,2026-02-16,106.31175231933594,85.0493980407715,155.1185043334961
B00000010,2026-02-17,101.47940063476562,72.48529052734375,131.92321624755863
B00000010,2026-02-18,115.97645568847656,70.5523494720459,136.75556793212894
B00000010,2026-02-19,101.47940063476562,72.00205535888672,151.25262298583988
B00000010,2026-02-20,106.31175231933594,72.48529052734375,125.64115905761719
B00000010,2026-02-21,108.7279281616211,79.7338176727295,136.2723327636719
B00000010,2026-02-22,96.64704895019531,72.00205535888672,145.93703613281252
B00000010,2026-02-23,106.31175231933594,76.83440704345703,144.97056579589844
B00000010,2026-02-24,108.7279281616211,90.36499176025391,135.78909759521486
B00000010,2026-02-25,103.89557647705078,86.49910354614258,131.43998107910159
B00000010,2026-02-26,113.5602798461914,86.01586837768555,135.78909759521486
B00000010,2026-02-27,106.31175231933594,75.86793632507325,140.62144927978517
B00000011,2026-01-31,78.71781539916992,64.6028938293457,135.72036819458023
B00000011,2026-02-01,89.57544326782227,70.57459259033203,177.52223205566412
B00000011,2026-02-02,89.57544326782227,59.71696472167969,124.31984710693366
B00000011,2026-02-03,84.1466293334961,64.6028938293457,163.95019989013682
B00000011,2026-02-04,84.1466293334961,64.6028938293457,122.69120330810551
B00000011,2026-02-05,86.86103820800781,70.03171081542969,142.77781524658207
B00000011,2026-02-06,78.71781539916992,65.1457748413086,99.89018402099613
B00000011,2026-02-07,81.43222045898438,64.6028938293457,98.80442123413087
B00000011,2026-02-08,86.86103820800781,69.4888298034668,114.54798507690431
B00000011,2026-02-09,89.57544326782227,64.06001243591308,142.77781524658207
B00000011,2026-02-10,86.86103820800781,70.03171081542969,119.43391799926765
B00000011,2026-02-11,78.71781539916992,65.1457748413086,110.20493164062502
B00000011,2026-02-12,78.71781539916992,48.85933303833008,109.11916809082032
B00000011,2026-02-13,81.43222045898438,65.1457748413086,109.11916809082032
B00000011,2026-02-14,81.43222045898438,64.6028938293457,95.00425491333012
B00000011,2026-02-15,84.1466293334961,65.1457748413086,105.31900253295902
B00000011,2026-02-16,84.1466293334961,65.1457748413086,109.11916809082032
B00000011,2026-02-17,81.43222045898438,64.6028938293457,122.14832153320316
B00000011,2026-02-18,84.1466293334961,65.1457748413086,111.29069442749028
B00000011,2026-02-19,81.43222045898438,64.06001243591308,105.86188354492191
B00000011,2026-02-20,81.43222045898438,64.6028938293457,93.91849670410166
B00000011,2026-02-21,84.1466293334961,65.1457748413086,111.29069442749028
B00000011,2026-02-22,81.43222045898438,64.6028938293457,159.06426696777345
B00000011,2026-02-23,78.71781539916992,59.17408332824707,152.00680541992188
B00000011,2026-02-24,76.00341033935547,53.745269012451175,115.0908676147461
B00000011,2026-02-25,86.86103820800781,69.4888298034668,115.63374862670901
B00000011,2026-02-26,84.1466293334961,69.4888298034668,109.66204910278321
B00000011,2026-02-27,81.43222045898438,59.71696472167969,119.97679672241212
B00000012,2026-01-31,86.01380157470703,69.34862899780273,103.75414657592776
B00000012,2026-02-01,96.7655258178711,74.18690490722656,115.04345703125003
B00000012,2026-02-02,86.01380157470703,75.26207733154297,108.05483627319337
B00000012,2026-02-03,86.01380157470703,69.34862899780273,118.80656051635744
B00000012,2026-02-04,96.7655258178711,74.18690490722656,125.79518127441409
B00000012,2026-02-05,102.14138793945312,80.1003532409668,135.47173309326175
B00000012,2026-02-06,91.38966369628906,63.4351806640625,132.24620819091803
B00000012,2026-02-07,91.38966369628906,53.22104263305664,136.54690551757815
B00000012,2026-02-08,94.07759475708008,69.34862899780273,138.697250366211
B00000012,2026-02-09,107.51725006103516,74.72449111938477,151.06172637939454
B00000012,2026-02-10,94.07759475708008,64.5103530883789,131.1710357666016
B00000012,2026-02-11,96.7655258178711,80.1003532409668,130.63345031738282
B00000012,2026-02-12,96.7655258178711,64.5103530883789,167.18931884765627
B00000012,2026-02-13,91.38966369628906,69.88621520996094,117.19380187988287
B00000012,2026-02-14,94.07759475708008,74.72449111938477,131.70862274169926
B00000012,2026-02-15,86.01380157470703,63.4351806640625,113.4306983947754
B00000012,2026-02-16,96.7655258178711,80.1003532409668,136.54690551757815
B00000012,2026-02-17,86.01380157470703,69.88621520996094,113.96828460693361
B00000012,2026-02-18,86.01380157470703,69.34862899780273,131.1710357666016
B00000012,2026-02-19,83.32587051391602,69.34862899780273,117.19380187988287
B00000012,2026-02-20,91.38966369628906,69.34862899780273,131.1710357666016
B00000012,2026-02-21,91.38966369628906,69.88621520996094,121.49449081420903
B00000012,2026-02-22,88.70173263549805,69.34862899780273,108.05483627319337
B00000012,2026-02-23,96.7655258178711,69.34862899780273,134.3965606689453
B00000012,2026-02-24,91.38966369628906,69.88621520996094,152.13689880371095
B00000012,2026-02-25,96.7655258178711,80.1003532409668,155.90000915527344
B00000012,2026-02-26,86.01380157470703,74.18690490722656,129.55827789306642
B00000012,2026-02-27,96.7655258178711,85.47621536254883,153.74965820312505
B00000015,2026-01-31,81.59954833984375,72.27388572692871,107.91123962402345
B00000015,2026-02-01,98.25252151489258,73.27306365966797,110.57571105957032
B00000015,2026-02-02,89.92603302001953,62.61516571044922,114.23936691284182
B00000015,2026-02-03,88.26073455810547,66.61187744140625,124.23115005493166
B00000015,2026-02-04,86.5954360961914,64.94658088684082,120.56749343872072
B00000015,2026-02-05,86.5954360961914,56.62009811401367,106.91206130981446
B00000015,2026-02-06,83.26484680175781,55.9539794921875,111.24182968139651
B00000015,2026-02-07,86.5954360961914,62.28210639953613,110.2426513671875
B00000015,2026-02-08,98.25252151489258,56.287038803100586,119.90137481689453
B00000015,2026-02-09,81.59954833984375,59.28456916809082,113.906307220459
B00000015,2026-02-10,86.5954360961914,59.617628479003905,103.58146514892579
B00000015,2026-02-11,88.26073455810547,52.623386001586915,107.5781806945801
B00000015,2026-02-12,84.93014144897461,69.27635536193847,106.91206130981446
B00000015,2026-02-13,89.92603302001953,59.617628479003905,117.9030227661133
B00000015,2026-02-14,89.92603302001953,56.62009811401367,107.5781806945801
B00000015,2026-02-15,84.93014144897461,62.94822463989258,106.5790023803711
B00000015,2026-02-16,84.93014144897461,53.28950500488281,110.90876998901369
B00000015,2026-02-17,93.25662994384766,70.27552947998048,126.89562072753907
B00000015,2026-02-18,94.92192840576172,64.61352119445802,120.23443450927735
B00000015,2026-02-19,89.92603302001953,66.61187744140625,108.91041793823246
B00000015,2026-02-20,79.93424987792969,53.28950500488281,130.2262176513672
B00000015,2026-02-21,96.58722686767578,61.94904708862305,109.90959167480469
B00000015,2026-02-22,89.92603302001953,56.287038803100586,126.89562072753907
B00000015,2026-02-23,89.92603302001953,41.965484428405766,123.56503067016602
B00000015,2026-02-24,94.92192840576172,55.62091979980469,117.56996307373048
B00000015,2026-02-25,93.25662994384766,76.27060089111328,106.91206130981446
B00000015,2026-02-26,88.26073455810547,72.94000473022462,116.57078552246094
B00000015,2026-02-27,91.5913314819336,69.94247436523438,137.55351562500002
B00000016,2026-01-31,61.88299560546875,47.44363288879395,79.07271575927734
B00000016,2026-02-01,65.32093811035156,51.22537002563477,79.41651000976563
B00000016,2026-02-02,63.601966857910156,47.44363288879395,79.41651000976563
B00000016,2026-02-03,58.44505310058594,47.78742713928223,75.97856750488282
B00000016,2026-02-04,65.32093811035156,51.56916427612305,86.97999114990236
B00000016,2026-02-05,63.601966857910156,44.349481201171876,72.88441925048829
B00000016,2026-02-06,65.32093811035156,37.12980136871338,72.19683074951172
B00000016,2026-02-07,58.44505310058594,44.693275451660156,85.9486083984375
B00000016,2026-02-08,60.164024353027344,44.0056869506836,72.88441925048829
B00000016,2026-02-09,56.72608184814453,37.81739044189453,79.41651000976563
B00000016,2026-02-10,60.164024353027344,44.0056869506836,69.4464698791504
B00000016,2026-02-11,61.88299560546875,40.911538696289064,82.8544532775879
B00000016,2026-02-12,67.03990936279297,44.0056869506836,82.51065826416016
B00000016,2026-02-13,58.44505310058594,44.349481201171876,75.97856750488282
B00000016,2026-02-14,56.72608184814453,40.22394962310791,75.97856750488282
B00000016,2026-02-15,61.88299560546875,44.349481201171876,79.41651000976563
B00000016,2026-02-16,58.44505310058594,47.78742713928223,69.4464698791504
B00000016,2026-02-17,60.164024353027344,44.693275451660156,72.88441925048829
B00000016,2026-02-18,58.44505310058594,40.911538696289064,76.3223617553711
B00000016,2026-02-19,53.288137435913086,47.09983863830566,76.3223617553711
B00000016,2026-02-20,55.00710868835449,37.81739044189453,69.4464698791504
B00000016,2026-02-21,58.44505310058594,44.693275451660156,86.29240188598634
B00000016,2026-02-22,63.601966857910156,51.22537002563477,93.16828765869141
B00000016,2026-02-23,65.32093811035156,44.0056869506836,80.79168777465823
B00000016,2026-02-24,63.601966857910156,51.56916427612305,72.88441925048829
B00000016,2026-02-25,61.88299560546875,44.349481201171876,89.73033828735352
B00000016,2026-02-26,67.03990936279297,47.44363288879395,79.41651000976563
B00000016,2026-02-27,60.164024353027344,44.0056869506836,70.13405838012697
B00000019,2026-01-31,60.79070281982422,44.21142578125,80.96216583251955
B00000019,2026-02-01,58.02749252319336,51.94842185974121,80.68584442138673
B00000019,2026-02-02,60.79070281982422,46.69831848144531,86.21227188110352
B00000019,2026-02-03,66.31713104248047,44.21142578125,77.92263031005861
B00000019,2026-02-04,58.02749252319336,49.4615291595459,72.11988067626953
B00000019,2026-02-05,53.88267135620117,46.69831848144531,72.94884490966798
B00000019,2026-02-06,55.264278411865234,43.93510437011719,72.11988067626953
B00000019,2026-02-07,53.88267135620117,43.93510437011719,66.59345245361328
B00000019,2026-02-08,56.6458854675293,40.61924743652344,77.92263031005861
B00000019,2026-02-09,59.40909767150879,46.69831848144531,75.71205902099611
B00000019,2026-02-10,59.40909767150879,49.737850189208984,69.0803451538086
B00000019,2026-02-11,62.172311782836914,44.21142578125,88.42284393310547
B00000019,2026-02-12,64.93552589416504,54.98795700073242,74.60677337646484
B00000019,2026-02-13,67.69873809814453,54.71163558959961,77.36998748779297
B00000019,2026-02-14,62.172311782836914,46.69831848144531,74.60677337646484
B00000019,2026-02-15,62.172311782836914,46.69831848144531,72.39620208740236
B00000019,2026-02-16,64.93552589416504,55.264278411865234,85.65962982177734
B00000019,2026-02-17,59.40909767150879,48.90888633728027,74.88309478759766
B00000019,2026-02-18,60.79070281982422,46.69831848144531,69.3566665649414
B00000019,2026-02-19,59.40909767150879,46.974639892578125,72.39620208740236
B00000019,2026-02-20,55.264278411865234,40.89556884765625,63.8302417755127
B00000019,2026-02-21,66.31713104248047,46.4219970703125,77.92263031005861
B00000019,2026-02-22,64.9355239868164,38.40867614746094,85.65962982177734
B00000019,2026-02-23,62.172311782836914,46.69831848144531,83.44905853271486
B00000019,2026-02-24,58.02749252319336,52.2247428894043,75.15941619873048
B00000019,2026-02-25,58.02749061584473,40.89556884765625,79.02791595458987
B00000019,2026-02-26,58.02749252319336,46.974639892578125,77.36998748779297
B00000019,2026-02-27,60.79070281982422,46.974639892578125,76.26470108032228
B00000022,2026-01-31,81.94423294067383,56.29212989807129,100.47075195312502
B00000022,2026-02-01,64.1302719116211,49.16654586791992,101.18331069946291
B00000022,2026-02-02,85.50702667236328,70.54329376220703,108.30889129638673
B00000022,2026-02-03,74.81864547729492,42.753517150878906,115.43447799682619
B00000022,2026-02-04,78.38143920898438,55.5795711517334,100.47075195312502
B00000022,2026-02-05,64.1302719116211,48.453987503051756,93.34516525268556
B00000022,2026-02-06,81.94423294067383,42.04095878601074,106.88377380371094
B00000022,2026-02-07,78.38143920898438,49.87910461425781,99.75819396972656
B00000022,2026-02-08,78.38143920898438,63.41771354675293,115.43447799682619
B00000022,2026-02-09,92.63261032104492,62.70515518188477,128.26052856445312
B00000022,2026-02-10,78.38143920898438,48.453987503051756,116.14703598022464
B00000022,2026-02-11,85.50702667236328,57.00468826293945,114.72192001342775
B00000022,2026-02-12,85.50702667236328,57.00468826293945,121.13494873046875
B00000022,2026-02-13,78.38143920898438,63.41771354675293,130.39820404052736
B00000022,2026-02-14,78.38143920898438,64.1302719116211,128.97308654785158
B00000022,2026-02-15,78.38143920898438,64.1302719116211,89.06981887817388
B00000022,2026-02-16,78.38143920898438,48.453987503051756,115.43447799682619
B00000022,2026-02-17,78.38143920898438,63.41771354675293,147.49959869384773
B00000022,2026-02-18,81.94423294067383,57.00468826293945,128.9730911254884
B00000022,2026-02-19,74.81864547729492,33.490258407592776,136.81122894287122
B00000022,2026-02-20,78.38143920898438,56.29212989807129,116.14703826904321
B00000022,2026-02-21,78.38143920898438,55.5795711517334,146.07449035644555
B00000022,2026-02-22,85.50702667236328,64.1302719116211,145.36192626953138
B00000022,2026-02-23,85.50702667236328,48.453987503051756,135.3861083984375
B00000022,2026-02-24,78.38143920898438,56.29212989807129,121.8475067138672
B00000022,2026-02-25,78.38143920898438,49.87910461425781,106.88377380371094
B00000022,2026-02-26,78.38143920898438,57.00468826293945,114.72192001342775
B00000022,2026-02-27,89.06981658935547,64.1302719116211,130.39820404052736
B00000023,2026-01-31,87.90735626220703,71.15001831054687,107.96122283935549
B00000023,2026-02-01,96.14867401123047,76.91893768310547,109.88419342041016
B00000023,2026-02-02,90.65445709228516,71.15001831054687,110.15890350341797
B00000023,2026-02-03,86.5338020324707,68.4029167175293,105.2141082763672
B00000023,2026-02-04,82.41314697265625,68.67762756347656,99.17048492431641
B00000023,2026-02-05,82.41314697265625,63.183414459228516,102.19229736328126
B00000023,2026-02-06,86.5338020324707,62.359282684326175,123.89442367553711
B00000023,2026-02-07,96.1486701965332,73.89712600708008,129.66334381103516
B00000023,2026-02-08,92.02801132202148,73.62241592407227,109.33477554321293
B00000023,2026-02-09,93.40156555175781,71.15001831054687,118.9496421813965
B00000023,2026-02-10,100.26932525634766,74.17183685302734,108.2359344482422
B00000023,2026-02-11,98.8957748413086,82.41314697265625,110.70832519531251
B00000023,2026-02-12,94.77511978149414,73.62241592407227,120.87261199951172
B00000023,2026-02-13,100.26932525634766,74.17183685302734,134.88284912109376
B00000023,2026-02-14,92.02801132202148,67.57878532409669,124.16913375854493
B00000023,2026-02-15,89.2809066772461,59.88688507080078,124.71855545043947
B00000023,2026-02-16,94.77511978149414,76.3695167541504,129.11392669677738
B00000023,2026-02-17,94.77511978149414,54.39267578125,128.56450500488285
B00000023,2026-02-18,90.65446090698242,59.61217498779297,115.92781677246094
B00000023,2026-02-19,93.40156555175781,72.52357368469238,115.3783950805664
B00000023,2026-02-20,87.90735626220703,70.05117607116699,121.14732208251954
B00000023,2026-02-21,93.40156555175781,68.67762756347656,113.45542602539064
B00000023,2026-02-22,90.65445709228516,76.64422760009765,109.88419342041016
B00000023,2026-02-23,96.1486701965332,81.31430511474609,123.89442367553711
B00000023,2026-02-24,101.64287567138672,73.62241592407227,129.11392211914062
B00000023,2026-02-25,104.38997650146484,81.86372604370118,120.87261199951172
B00000023,2026-02-26,103.01642608642578,87.63264541625976,127.46566314697267
B00000023,2026-02-27,98.8957748413086,76.91893768310547,134.88284912109376
B00000025,2026-01-31,66.53643035888672,53.54598693847656,79.84371719360352
B00000025,2026-02-01,69.704833984375,57.03122329711914,95.05204010009766
B00000025,2026-02-02,68.12063217163086,59.88278999328613,82.6952735900879
B00000025,2026-02-03,69.704833984375,56.08070335388184,79.5268768310547
B00000025,2026-02-04,69.704833984375,56.71438369750977,89.03208084106446
B00000025,2026-02-05,66.53643035888672,53.86282730102539,85.54683685302734
B00000025,2026-02-06,68.12063217163086,56.397543334960936,85.86367721557617
B00000025,2026-02-07,76.04163360595703,63.36802673339844,95.05204010009766
B00000025,2026-02-08,76.04163360595703,57.03122329711914,95.05204010009766
B00000025,2026-02-09,72.87323760986328,59.56595039367676,88.71524047851562
B00000025,2026-02-10,69.704833984375,53.22914695739746,89.03208084106446
B00000025,2026-02-11,68.12063217163086,57.03122329711914,85.86367721557617
B00000025,2026-02-12,72.87323760986328,56.71438369750977,89.9826011657715
B00000025,2026-02-13,69.704833984375,56.71438369750977,85.86367721557617
B00000025,2026-02-14,76.04163360595703,59.88278999328613,89.03208084106446
B00000025,2026-02-15,68.12063217163086,58.93227005004883,88.71524047851562
B00000025,2026-02-16,76.04163360595703,59.88278999328613,86.49735717773439
B00000025,2026-02-17,68.12063217163086,53.54598693847656,88.71524047851562
B00000025,2026-02-18,72.87323760986328,57.03122329711914,88.71524047851562
B00000025,2026-02-19,69.704833984375,59.88278999328613,88.0815582275391
B00000025,2026-02-20,68.12063217163086,53.22914695739746,105.50776367187501
B00000025,2026-02-21,64.95222854614258,55.44702301025391,95.36887969970704
B00000025,2026-02-22,74.45743560791016,56.397543334960936,86.49735717773439
B00000025,2026-02-23,71.28903579711914,53.86282730102539,85.86367721557617
